sample_id,source_corpus,model_name,prompt_version,reference,prediction,wer,cer,lexical_similarity,label,repetition_flag,duration,has_unintelligible_tag,inference_time_sec,semantic_similarity,label_semantic
S4259675100331364_9,indicvoices,Whisper-large-v3-turbo,dedicated_asr,ம் நன்றி சார்,நான்றி ஷர்,1.0,0.4615384615384615,0.6957,PARAPHRASE_OR_RECOGNITION_ERROR,False,1.036,False,0.998,0.36979726,HALLUCINATION_CANDIDATE
S4259500600369770_7,indicvoices,Whisper-large-v3-turbo,dedicated_asr,இப்போ பார்த்திங்கன்னா நாங்கள் கால்நடை விலங்குகள்னு பார்த்தோமுன்னாங்கா மாடுகள் சந்தையில் போய் பிடிச்சிட்டு வருவோங்க ஆடு மாடு,நான் கால்னாடைய விலங்குகள்லையின்னும் வாத்தும் நான்க மாடுக்கு சந்தில் போய் புடிச்டு வருங்கான் ஆடு மாடு,0.7692307692307693,0.5040650406504065,0.6816,PARAPHRASE_OR_RECOGNITION_ERROR,False,6.208,False,1.2,0.47438014,HALLUCINATION_CANDIDATE
S4259500600369770_8,indicvoices,Whisper-large-v3-turbo,dedicated_asr,இதுகலாம் சந்தையில் பிடிப்போங்க கோழி வந்து தெரிஞ்ச ஆளுங்ககிட்ட வாங்கிக்குவோங்க அப்படி பார்த்தோமுன்னாங்க இது மாடு வந்துங்க சந்தையில் போய் பிடிச்சிட்டு வரப்போ மாடு நாங்கள் பிடிச்சிட்டு வரப்போ ஒரு,இதுக்கல சந்தேல் உடிப்புங்க கோலி வந்து தெரிஞ்சாலுகட்ட வாயங்க வேண்டும் பாத்தமுன் நாங்க இடு மாடு வந்து சந்தேல் புடிச்டு வருப்போம் மாடு நாங்க புடிச்டு வருப்போம்,0.8636363636363636,0.3645833333333333,0.7414,PARAPHRASE_OR_RECOGNITION_ERROR,False,10.912,False,1.506,0.50218976,HALLUCINATION_CANDIDATE
S4259500600369770_9,indicvoices,Whisper-large-v3-turbo,dedicated_asr,ஐயாயிர்ரூவா ஆறாயிர்ரூவாக்கு கணக்கில் பிடிச்சுட்டு வருவோங்க நாங்கள் இது நல்லா மேய்ச்சு ஒரு ஆறு மாதம் ரெண்டு வருஷம் மேய்ப்போம்க ஆடு மாடு வந்து மேய்ச்சிட்டிருப்போங்க,ஐயா ஏற்வா ஏற்வாய் கணக்கல புடுச்டு வருவுங்க நாங்க இது நாள்லா மேச்சு ஒரு ஆரு மாசா ஏன்டு வருசும் மேப்புங்க ஆடு மாடு வந்து மேச்சிட்டுப்புங்க,0.7894736842105263,0.2962962962962963,0.7718,PARAPHRASE_OR_RECOGNITION_ERROR,False,9.568,False,1.66,0.6084923,PARAPHRASE_OR_RECOGNITION_ERROR
S4259498100302220_0,indicvoices,Whisper-large-v3-turbo,dedicated_asr,எங்கள் வாழ் எங்கள் வாழ்க்கை எங்கள் வாழ்க்கை வரலாற்றில் வந்துட்டு எங்கள் நாங்கள் வந்துட்டு,இங்க வால்க்க வரலாட்டுவில் வந்துட்டு இங்க நாங்க வந்துட்டு,0.8181818181818182,0.4719101123595505,0.6759,PARAPHRASE_OR_RECOGNITION_ERROR,False,6.784,False,1.0,0.53619397,HALLUCINATION_CANDIDATE
S4259498100302220_1,indicvoices,Whisper-large-v3-turbo,dedicated_asr,எங்கள் அப் எங்கள் அப்பா மில்லு வேலைக்கு போவார் எங்கள் அம்மா இருந்தாங்க எங்கள் அம்மா வந்துட்டு அஞ்சு வயசுல எங்கள் அம்மா இறந்துட்டாங்க,என்னையையும் அப்பா மெல்லுவேலைக்கு போகிறேன் என்னையும் அம்மா வந்துவிட்டு அன்று வைத்துவில் அன்மா எருந்துவிட்டார்கள்.,0.8888888888888888,0.5303030303030303,0.5082,PARAPHRASE_OR_RECOGNITION_ERROR,False,6.784,False,1.207,0.67114407,PARAPHRASE_OR_RECOGNITION_ERROR
S4259498100302220_2,indicvoices,Whisper-large-v3-turbo,dedicated_asr,அஞ்சு வயசுல எங்கள் அம்மா இறந்துட்டாங்க அஞ்சு வயசுல அம்மா இறந்து பார்த்தா எனக்கு ஒரு தங்கச்சி இருந்துச்சு அது வந்து ஏழு நாள் கொழந்தையில ஏழு நாள் கொழந்த எனக்கு அஞ்சு வயசு அம்மா எறந்துட்டாங்க அம்மா இறந்த உடனே என்னை வந்துட்டு எங்கள் தாத்தா பாட்டி வந்து என்ன பேங்களூர் கூப்பிட்டு போயிட்டாங்க,அம்மாம் அம்மாம் அம்மாம் அம்மாம் அம்மாம் அம்மாம் அம்மாம் அம்மாம் அம்மாம் அம்மாம் அம்மாம் அம்மாம் அம்மாம் அம்மாம் அம்மாம் அம்மாம் அம்மாம் அம்மாம் அம்மாம் அம்மாம் அம்மாம் அம்மாம் அம்மாம் அம்மாம் அம்மாம் அம்மாம் அம்மாம் அம்மாம் அம்மாம் அம்மாம் அம்மாம் அம்மாம் அம்மாம் அம்மாம் அம்மாம் அம்மாம் அம்ம,1.0,0.7902097902097902,0.0035,HALLUCINATION_CANDIDATE_LEXICAL,True,16.584,False,1.815,0.5280549,HALLUCINATION_CANDIDATE
S4259498100302220_3,indicvoices,Whisper-large-v3-turbo,dedicated_asr,பேங்களூர் கூப்பிட்டு போயிட்டு நான் வந்துட்டு பதினேழு வருஷமா நா பேங்களூர்லதான் இருந்தேன் வீட்டு வேலை செஞ்சுட்டு இருந்தேன்,நான் வந்துடு பதனையில வரசமா நான் பேங்களுட்டுல் இருந்தான் விட்டு வேலை செய்து இருந்தான்,0.8571428571428571,0.4666666666666667,0.6667,PARAPHRASE_OR_RECOGNITION_ERROR,False,6.592,False,1.034,0.63698953,PARAPHRASE_OR_RECOGNITION_ERROR
S4259498100302220_4,indicvoices,Whisper-large-v3-turbo,dedicated_asr,அப்போ வந்துட்டு அப்பா வந்து ரெண்டாவது கல்யாணம் பண்ணிக்கிட்டாரு என்னை வந்து யாருமே பார்க்குல நான் ரொம்ப கஷ்டப்பட்டேன் ரொம்ப கஷ்டப்பட்டு யாருமே என்னை பார்க்கல அப்பாவும் பார்க்கல அம்மாவும் இறந்துட்டாங்க அப்போது ஒரு வீட்டில் வந்துட்டு அவங்கள் வந்து ரொம்ப நல்லவங்க,அப்போது வந்து அப்போது வந்து வந்து வந்து வந்து வந்து வந்து வந்து வந்து வந்து வந்து வந்து வந்து வந்து வந்து வந்து வந்து வந்து வந்து வந்து வந்து வந்து வந்து வந்து வந்து வந்து வந்து வந்து வந்து வந்து வந்து வந்து வந்து,1.032258064516129,0.640926640926641,0.0636,HALLUCINATION_CANDIDATE_LEXICAL,True,14.271,False,1.5,0.5320595,HALLUCINATION_CANDIDATE
S4259498100302220_5,indicvoices,Whisper-large-v3-turbo,dedicated_asr,அப்போ அவங்கள் வீட்டில் நான் வந்து ஒரு கொழந்த இருந்துச்சு அந்த கொழந்தைய பார்த்துக்கிட்டு நான் ஒரு பதினேழு வயசு வரைக்கும் அஞ்சு வயதுக்கு நான் போனேன் பதினேழு வயசு வரைக்கும் அங்கயே இருந்தேன் அங்கே இருந்துட்டு அதுக்கும் பிற்பாடு நான் இங்கே வந்து,அப்பான் அங்கு வீட்டலான் நான் வந்து ஒரு கொலந்து அருந்து கொலந்தைப் பார்த்துக்கும் நான் போன் பதனையில் வையில் வையில் வையில் வருக்கும் அங்குவே இருந்தான் அங்கு விருந்து அதுக்கும் பிருப்பெடு நான் இங்க வந்து,0.78125,0.4083333333333333,0.697,PARAPHRASE_OR_RECOGNITION_ERROR,False,12.543,False,1.439,0.57463,PARAPHRASE_OR_RECOGNITION_ERROR
S4259498100302220_6,indicvoices,Whisper-large-v3-turbo,dedicated_asr,எங்கள் அப்பாவோட மச்சானை கல்யாணம் பண்ணிக்கிட்டேன் மச்சானை கல்யாணம் பண்ணிக்கிட்டு இங்கேதான் வந்துட்டு எனக்கு இப்போ கல்யாணம் பண்ணி பதினெட்டு வருஷம் ஆகுது எனக்கு ஒரு எனக்கு ஒரு பெண்ணு ஒரு பையன் ரெண்டு பேர் இருக்காங்க எல்லாம் வேலைக்கும் போவேன் பேங்களூர்லேருந்து பார்த்திங்கனா கிராமத்துக்கு வந்து எனக்கு ஒரு வேலைக்கூடமே தெரியாது,என்னையும் அப்பா வுடையும் மச்சன் கலையனைப் பண்ணிக்கும் மச்சன் கலையனைப் பண்ணிக்கும் மிக்கும் மிக்கும் மிக்கும் மிக்கும் மிக்கும் மிக்கும் மிக்கும் மிக்கும் மிக்கும் மிக்கும் மிக்கும் மிக்கும் மிக்கும் மிக்கும் மிக்கும் மிக்கும் மிக்கும் மிக்கும் மிக்கும் மிக்கும் மிக்கும் மிக்கும் மிக்கும் ம,1.0,0.6149068322981367,0.0524,HALLUCINATION_CANDIDATE_LEXICAL,True,18.054,False,2.24,0.5182387,HALLUCINATION_CANDIDATE
S4259498100302220_7,indicvoices,Whisper-large-v3-turbo,dedicated_asr,மாமியார் திட்டுவாங்க எல்லோருமே திட்டுவாங்க எனக்கு ஒரு வேலைக்கூட தெரியாது அப்ப அப்படி இருந்தும் போகிறவுங்கள்கூட வேலைக்கு காட்டு வேலைக்கு போகிறவுங்கள்கூட எனக்கு ஒரு வேலையும் தெரியாது,"மாமியாது திட்டு வங்க, எல்லாரமே திட்டு வங்க, நீங்கு ஒரு வேலக்குடான் தெரியாது அப்பாப்பாப்பிடு இறந்தும் போரம்களுக்குட, வேலக்கு காட்டு வேலக்கு போரம்களுக்குடான் தெரியாது",0.9,0.3555555555555555,0.7558,PARAPHRASE_OR_RECOGNITION_ERROR,False,8.226,False,1.675,0.65767646,PARAPHRASE_OR_RECOGNITION_ERROR
S4259498100302220_8,indicvoices,Whisper-large-v3-turbo,dedicated_asr,அப்படி இருந்தால் அவர்கள்கூடயே போயிட்டு நான் எல்லா வேலையும் கற்றுக்கிட்டேன் கரும்புக்கட்ட போனேன் களைப்பறிக்க போவேன் பயிர்நட போவேன் களைவெட்ட போவேன்,அப்படியிருந்து அவங்களுக் கூடையை போய்து நான் எல்லா வேலையின் கத்துகிட்டான் கரும்பி கட்டப் போன் கலப்பருக்கு போவாம் பயிர் நட போவாம் கலப்பட்டப் போவாம்,1.0,0.3172413793103448,0.6621,PARAPHRASE_OR_RECOGNITION_ERROR,False,8.331,False,1.673,0.6948525,PARAPHRASE_OR_RECOGNITION_ERROR
S4259498100302220_9,indicvoices,Whisper-large-v3-turbo,dedicated_asr,எல்லா வேலையும் கத்துக்கிட்டேன் மாடுகூடோ எங்கள் வீட்டில் வந்து நிறைய மாடு இருந்துச்சு இன்னும் அந்த மாடுகூடம் நிறையா,எல்லா வெளையின் கழுத்துகிற்றேன் மாடுக்குடம் வீட்டில் வந்து நரையா மாடுகிற்று இன்னான் மாடுக்குடம் நரையா,0.7857142857142857,0.3859649122807017,0.7103,PARAPHRASE_OR_RECOGNITION_ERROR,False,6.566,False,1.247,0.6356261,PARAPHRASE_OR_RECOGNITION_ERROR
S4259801300348911_0,indicvoices,Whisper-large-v3-turbo,dedicated_asr,எங்கள் பகுதியில் வந்து ஹாஸ்பிட்டல்ஸில் எல்லா வகையான ஃபெஸிலிட்டிஸுமே அவைலபிலா இருக்கும் எக்ஸ்ரே எம்ஆர்ஐ சிடி ஸ்கேன்னு டென்டெல்லுக்கு தேவையான ஸ்கேன்ஸ் எல்லா வசதிகளுமே எங்கள் மருத்துவமனையில் இருக்கதான் செய்யுது,"எங்கு பகுத்தியில் வந்து, ஹாஸ்பிடல்ஸ்பிடல்ஸ்லையில்லையில்லையில்லையில்லையில்லையில்லையில்லையில்லையில்லையில்லையில்லையில்லையில்லையில்லையில்லையில்லையில்லையில்லையில்லையில்லையில்லையில்லையில்லையில்லையில்லையில்லையில்லையில்லையில்லையில்லையில்லையில்லையில்லையில்லையில்லை",1.0,0.8599033816425121,0.1385,HALLUCINATION_CANDIDATE_LEXICAL,False,11.405,False,2.292,0.21796052,HALLUCINATION_CANDIDATE
S4259801300348911_1,indicvoices,Whisper-large-v3-turbo,dedicated_asr,அதே சமயம் ஒரு சிவியரான கண்டிஷன் ஒரு மக்கள் ஃபேஸ் பண்ணும்போது சிவியரான கண்டிஷன் வரதும் எங்கள் ஹாஸ்பிட்டல்ஸில் வந்து ரெஃபர் கொடுத்து பெரிய ஹாஸ்பிட்டலுக்கு சென்ட் பண்றது இருக்கும்,அதே சமையும் ஒரு சிவிரான கண்டிச்சின் ஒரு மக்கல் பேச் பண்டும் போது சிவிரான கண்டிச்சின் வருதோம் எங்கா ஹஸ்பிடல் வந்து ரப்பர் குடுத்து பெரி ஹஸ்பிடல்லுக்கு சென்ப் பண்டுர்து இருக்கும்.,0.8636363636363636,0.2329545454545454,0.8499,PARAPHRASE_OR_RECOGNITION_ERROR,False,7.744,False,1.522,0.63163483,PARAPHRASE_OR_RECOGNITION_ERROR
S4259801300348911_2,indicvoices,Whisper-large-v3-turbo,dedicated_asr,அது க முற்றிலும் தவிர்க்கணுன்றது வந்து என்னோடய பாயிண்ட் ஆஃப் வியூ ஏன் அப்படி சொல்றேன்னா எந்த ஒரு சீரியஸ் கண்டிஷன்ஸில் இருக்கும் போது பேஷண்ட்ஸை வந்து ஒரு இடத்துலேருந்து இன்னொரு இடத்துக்கு ஆம்புலன்ஸ்லேயா இருக்கட்டும்,அதை முட்டிரிலும் தவறுக்கண உன்னுடத்து வந்து என்னோட போய்ன்டாவ்வியும் இய்யாப்படி சொல்டுக்கும் இந்த உரும் சியியிஸ் கண்டிஷன்சில் இருக்கம்முது பேசன்ச்ச வந்து உருக்கும் இன்னோடுக்கும் அடுத்துவும் அம்புலன்சில்லியாக இருக்கும்,0.9230769230769232,0.4345794392523364,0.1399,HALLUCINATION_CANDIDATE_LEXICAL,False,9.936,False,1.762,0.4810874,HALLUCINATION_CANDIDATE
S4259801300348911_3,indicvoices,Whisper-large-v3-turbo,dedicated_asr,டிராவல் பண்ண வைக்கிறதுன்றது கொஞ்சம் கஷ்டம் அதே சமயம் அதை எவ்வளோக்கு எவ்வளோ அந்த டிராவலிங் டைமை வந்து கம்மி பண்ணலாங்கிறது தான் யோசிக்கணும்,டராவல் பண்ண வேக்கிறது என்றுது கொஞ்ச கஷ்டோம் அதே சம்மையும் அதை இப்புல கவல இந்த டராவல் டாய்ம் வந்து கம்மி பண்ணலான்றுதுதான் யூசிக்கினும்,0.7777777777777778,0.3065693430656934,0.7778,PARAPHRASE_OR_RECOGNITION_ERROR,False,5.891,False,1.691,0.7148326,PARAPHRASE_OR_RECOGNITION_ERROR
S4259801300348911_4,indicvoices,Whisper-large-v3-turbo,dedicated_asr,அதனால் ரெஃபரன்ஸ் ஒரு ஹாஸ்பிட்டலேருந்து ஒரு கவர்மெண்ட் ஹாஸ்பிட்டலேருந்து இன்னொரு பெரிய ஹாஸ்பிட்டலுக்கு ரெஃபர் கொடுக்குறது வந்து கம் கம்மி பண்ணிட்டு அந்த,அதனால் ஏன்னுடைய பெரியும் பெரியும் பெரியும் பெரியும் பெரியும் பெரியும் பெரியும் பெரியும் பெரியும் பெரியும் பெரியும் பெரியும் பெரியும் பெரியும் பெரியும் பெரியும் பெரியும் பெரியும் பெரியும் பெரியும் பெரியும் பெரியும் பெரியும் பெரியும் பெரியும் பெரியும் பெரியும் பெரியும் பெரியும் பெரியும் ப,1.8823529411764703,1.3774834437086092,0.0457,HALLUCINATION_CANDIDATE_LEXICAL,True,7.649,False,1.985,0.37150985,HALLUCINATION_CANDIDATE
S4259801300348911_5,indicvoices,Whisper-large-v3-turbo,dedicated_asr,ஜிஎச்சில் வந்துட்டு அந்த கவர்மெண்ட் ஹாஸ்பிட்டலில் வந்துட்டு எவ்வளோவுக்கு எவ்வளோ முடியுமோ எல்லா வசதிகளையும் கொண்டு வரணும்,GHல வந்து அந்த காவம்மண்ட் ஹாஸ்பிட்டில் வந்து எவ்வளோ கவல முடிம் எல்லாம் அவசதிகளின் கொட்டு வரணும்,0.8461538461538461,0.35,0.7442,PARAPHRASE_OR_RECOGNITION_ERROR,False,5.152,False,1.37,0.8213241,PARAPHRASE_OR_RECOGNITION_ERROR
S4259801300348911_6,indicvoices,Whisper-large-v3-turbo,dedicated_asr,அதாவது பிளட் டெஸ்ட்டாக இருக்கட்டும் சிவியர் டிசீஸ்ஸுக்கு தேவையான பிளட் டெஸ்ட்டாக இருக்கட்டும் எல்லா வசதிகளையுமே வந்துட்டு இந்த கவர்மெண்ட் ஹாஸ்பிட்டல்ஸில் கண்டிப்பாக கொண்டு வரணும்,அதாவது blood test test test test test test test test test test test test test test test test test test test test test test test test test test test test test test test test test test test test test test test test test test test test test test test test test test test test test test test test test test test test test test test test test test test test test test test test test test test test test test test test test test test test test test test test test test test test test test test test test test test test test test test test test test test test test test test test test test test test test test test test test test test test test test test test test test test test test test test test test test test test test test test test test test test test test test test test test test test test test test test test test test test test test test test test test test test test test test test test test test test test test test test test test test test test test test test test test test test test test test test test test test test test test test test test test test test test test test test test test test test test test test test test test test test test test test test test test test test test test test test test test test test test test test test test test test test,13.263157894736842,6.98314606741573,0.0097,HALLUCINATION_CANDIDATE_LEXICAL,True,9.664,False,2.668,0.57090664,PARAPHRASE_OR_RECOGNITION_ERROR
S4259801300348911_7,indicvoices,Whisper-large-v3-turbo,dedicated_asr,அதே சமயம் ஃபர்ட்டிலிட்டி ஃபர்ட்டிலிட்டி அதாவது மகப்பேறு பெண்களுக்கும் சரி கொ,"அதே சமையும் fertility, அதாவது மாகப் பெரு, பெண்களுக்கும் சரி, கொழும்",0.7777777777777778,0.5394736842105263,0.6294,PARAPHRASE_OR_RECOGNITION_ERROR,False,6.303,False,1.166,0.5979121,PARAPHRASE_OR_RECOGNITION_ERROR
S4259801300348911_8,indicvoices,Whisper-large-v3-turbo,dedicated_asr,நியூ பார்ன் பேபிஸ் அதாவது குழந்தைகளுக்கும் சரி எல்லா வகையான வசதிகளையும் கண்டிப்பாக கொடுக்கணும் அந்த டைமில் தான் பெண்களுக்கு வந்து ரொம்ப கேர் தேவை அதாவது ரொம்ப சுத்தமாக இருக்கணும் கவர்மெண்ட் ஹாஸ்பிட்டல்ஸ்ன்றது வந்து மகப்பேறுக்கு எப்படி இருக்காங்கன்றதை வந்து இன்னும் அதிகப்படுத்தி இன்னும் சுகாதாரமான மையமாக கொண்டு வரணும் ரொம்ப நீட்டாக இருந்தால்தான் அந்த சமயத்தில் பெண்களுக்கு வந்து இன்னுமே கம்ஃபர்ட்டபுலாக இருக்கும்,"நியுபான் பேபிச் சரி, கொடுந்தைகளுக்கு சரி, இல்லாவக் காணவசதைகளியும் கண்டிப்பாக் கொடுக்கொண்டுக்கொண்டும். அந்த டைம்லதான் பெண்களுக்கு வந்து உம்பக் கேர்த்தேவு, அதாவது உம்ப சுத்தமாக இருக்கொண்டும். காவம்ம்ன் ஹாஸ்பெட்டல் சிரித்து வந்து, மகபேருக்கு எப்படி இருக்காங்க நிற்கு வந்து, இன்னும் அதிகப்படுத்தி, இ",0.8723404255319149,0.5157384987893463,0.0226,HALLUCINATION_CANDIDATE_LEXICAL,False,23.103,False,1.947,0.5992271,PARAPHRASE_OR_RECOGNITION_ERROR
S4259801300348911_9,indicvoices,Whisper-large-v3-turbo,dedicated_asr,அடுத்தது குழந்தைகள் குழந்தைகளுக்கு வந்து பிறந்த குழந்தைகளுக்கு வந்து அவங்க வந்து இன்ஃபெக்க்ஷன்ஸ்க்கு இருக்கட்டும் சரி டிசீஸ்க்காக இருக்கட்டும் சரி ஈஸியாக வந்து அட்ராக்ட் ஆகிப்பாங்க ஸோ அதை கம்மி பண்றதுக்காக அந்த கவர்மெண்ட் ஹாஸ்பிட்டல்ஸ் வந்து எப்போயுமே வந்து நீட்டாக இருக்கணும் கிளீனாக இருக்கணும் அடுத்தது எல்டெர்லி பீப்பிள்ஸ் வயதானவங்களுக்கு தேவையான எல்லா வசதிகள் அவங்களுக்கு வந்து ரீஹேபிலிட்டேஷன் அதாவது,அடத்து கொழந்தைகள் கொழந்தைகள் கொழந்தைகள் கொழந்தைகள் கொழந்தைகள் கொழந்தைகள் கொழந்தைகள் கொழந்தைகள் கொழந்தைகள் கொழந்தைகள் கொழந்தைகள் கொழந்தைகள் கொழந்தைகள் கொழந்தைகள் கொழந்தைகள் கொழந்தைகள் கொழந்தைகள் கொழந்தைகள் கொழந்தைகள் கொழந்தைகள் கொழந்தைகள் கொழந்தைகள் கொழந்தைகள் கொழந்தைகள் கொழந்தைகள் கொழந்தைகள் கொழந்தைகள் கொழந்தை,1.0,0.693069306930693,0.0084,HALLUCINATION_CANDIDATE_LEXICAL,True,20.14,False,2.066,0.34123126,HALLUCINATION_CANDIDATE
S4258954600308434_1,indicvoices,Whisper-large-v3-turbo,dedicated_asr,ரோமேனியா செனகல் செர்பியா சோமாலியா சூடான்,"ருமேனியா, செனகல, செரிப்பியா, சோமாலியா, சூடான்",0.8,0.175,0.8941,PARAPHRASE_OR_RECOGNITION_ERROR,False,5.551,False,0.877,0.8835652,PARAPHRASE_OR_RECOGNITION_ERROR
S4258287700312465_2,indicvoices,Whisper-large-v3-turbo,dedicated_asr,நாய்,நாய்,0.0,0.0,1.0,FAITHFUL,False,0.412,False,0.89,1.0,FAITHFUL
S4256762600334467_4,indicvoices,Whisper-large-v3-turbo,dedicated_asr,பன்னீர்செல்வம் என்ற பெயருக்கு புரோக்கர் கட்டணமாக ரூபாய் பத்தாயிரம் சேர்க்கவும்,பன்னிர் செல்வம் என்ற பேர்க்கு பிரோக்கர் கட்டனமாக ருபாய் பத்தாயரம் சேர்க்கவும்,0.875,0.1153846153846153,0.9032,PARAPHRASE_OR_RECOGNITION_ERROR,False,7.365,False,0.898,0.8046606,PARAPHRASE_OR_RECOGNITION_ERROR
S4257775000381513_2,indicvoices,Whisper-large-v3-turbo,dedicated_asr,ராதிகா தேவி விமலா சுதா,"प्रादिका, देवी, लेमला, सुदा,",1.0,1.1363636363636365,0.12,HALLUCINATION_CANDIDATE_LEXICAL,False,4.289,False,0.839,0.5767181,PARAPHRASE_OR_RECOGNITION_ERROR
S4257775000381513_3,indicvoices,Whisper-large-v3-turbo,dedicated_asr,பத்மா,நான்,1.0,1.0,0.2222,HALLUCINATION_CANDIDATE_LEXICAL,False,0.402,False,1.197,0.4265708,HALLUCINATION_CANDIDATE
S4259476600343098_3,indicvoices,Whisper-large-v3-turbo,dedicated_asr,வீட்டில் தோட்டத்தை பராமரிப்பதும் மலிவானது என்றுதான் நான் நினைக்கிறேன் ஏனென்றால் நிலமும் எங்களுடையது அது எங்களுக்கு தேவையான காய்கறிகள் மற்றும் நெல் வகைகள் அனைத்தும் நாங்கள் பயிரிடுகிறோம்,வீட்டில் தோட்டத்தை பராமரிப்பது மலிவானது என்றுதான் நன்னினிக்கிறேன் என்ன்னுடையும் நெலமம் எங்களுடியது அது எங்களக்கு தேவையான காய்கரிகள் மட்டும் நெல்வைக்கிகள் அனைத்தும் நங்கள் பயிரிடிகிறேன்,0.65,0.1675675675675675,0.8672,PARAPHRASE_OR_RECOGNITION_ERROR,False,11.968,False,1.764,0.782703,PARAPHRASE_OR_RECOGNITION_ERROR
S4259476600343098_4,indicvoices,Whisper-large-v3-turbo,dedicated_asr,விலை உயர்ந்தது என்று நான் கணிக்கவில்லை மழைக்காலத்தில் எதாவது எங்களுக்கு விளைச்சலில் பாதிப்பு ஏற்பட்டால் அந்நேரத்தில் நாங்கள் அதை மாதிரி நினைப்பதுண்டு,விலை வியருந்ததன் என்று நான் கணிக்க விலை மலைக்காலத்தில் இதாவது எங்களுக்கு விலைச்சலில் பாதிப்பியேர்ப்பட்டால் அன்னேரத்தில் நாங்கள் அதமாரு நினைப்பதுண்டு,0.6875,0.1610738255033557,0.8754,PARAPHRASE_OR_RECOGNITION_ERROR,False,11.679,False,1.574,0.7992807,PARAPHRASE_OR_RECOGNITION_ERROR
S4259476600343098_5,indicvoices,Whisper-large-v3-turbo,dedicated_asr,தக்காளி போன்ற வீட்டில் நடுவதால் காய்கறிகள் எங்களுக்கு தேவையான வெண்டக்காய் அவரக்காய் மற்றும் முள்ளங்கி இது போன்ற கொத்தமல்லி புதினா போன்றவற்றை நாங்களே,தக்காலி போன்ற வீட்டில் நடுதால் காய்கரிகள் எங்களுக்கு தேவியான பெண்டக்காய் அவரக்காய் மற்றும் முல்லைங்கி இது போன்ற கொத்த மெல்லி புதினா போன்ற வட்டை நாங்களை,0.6470588235294118,0.0945945945945946,0.9231,PARAPHRASE_OR_RECOGNITION_ERROR,False,12.508,False,1.458,0.55655366,PARAPHRASE_OR_RECOGNITION_ERROR
S4259476600343098_6,indicvoices,Whisper-large-v3-turbo,dedicated_asr,நாங்களே பயிரிட்டு கொள்கின்றோம் எங்களுக்கு தேவையானத பூக்கள் அனைத்தும் எங்கள் தோட்டத்திலே நாங்கள் அறுவடை செய்துக்கொள்கிறோம்,நாங்களை பையிரிட்டுக் கொல்கின்றம் எங்களைக்கு தேவையானத பூக்கல் அணைத்தும் எங்கள் தோடதிலி நாங்கள் அருவடி செய்துக் கொல்கிறும்,0.8333333333333334,0.1570247933884297,0.8797,PARAPHRASE_OR_RECOGNITION_ERROR,False,7.457,False,1.118,0.5582644,PARAPHRASE_OR_RECOGNITION_ERROR
S4259878800368978_2,indicvoices,Whisper-large-v3-turbo,dedicated_asr,கௌரி சங்கர் என்ற பெயர் மற்றும் தொலைபேசி எண் எழுபத்தி ஏழு ஐம்பத்து ஏழு பூஜ்ஜியம் எண்பத்தி எட்டு அறுபத்தி எட்டு நாற்பத்தி இரண்டு கொண்ட பயனாளிக்கு தடுப்பூசி சான்றிதழை பதிவிறக்க பூஜ்ஜியம் இருபத்தி மூன்று ஐம்பத்து ஏழு ஒன்பது என்ற ஓடிபி எண்ணை பயன்படுத்தலாம்,"கவறி சங்கர் என்ற பயர் மற்றும் தொழைப்பேசியன் 77, 57, பூஜியம் 88, 68, 42 கொண்ட பயனாலிக்கு தடுப்புசி சான்றுதலை பதி விரக்க பூஜியம் 23, 57, 90 இன்ற ஓட்டி பியன்னை பயன்ப்படத்தலாம்.",0.8787878787878788,0.5179282868525896,0.5943,PARAPHRASE_OR_RECOGNITION_ERROR,False,17.217,False,1.351,0.542213,HALLUCINATION_CANDIDATE
S4259485800332707_0,indicvoices,Whisper-large-v3-turbo,dedicated_asr,நடனம் பயிற்சிக்கு வந்து எப்படி நம்ம வந்து சாங் சூஸ் பண்ணலாம் அப்படினா நம்ம வந்து ஆடுறத வந்து கொஞ்சம் ஸ்டெப்ஸ்லாம்,நான் பய்துக்கும் என்று நான் பய்துக்கும் என்று நான் பய்துக்கும் என்று நான் பய்துக்கும் என்று நான் பய்துக்கும் என்று நான் பய்துக்கும் என்று நான் பய்துக்கும் என்று நான் பய்துக்கும் என்று நான் பய்துக்கும் என்று நான் பய்துக்கும் என்று நான் பய்துக்கும் என்று நான் பய்துக்கும் என்று நான் பய்துக்கும் என்று நான் பய்து,2.5625,2.1415929203539825,0.0047,HALLUCINATION_CANDIDATE_LEXICAL,True,6.303,False,2.008,0.19805288,HALLUCINATION_CANDIDATE
